Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2019,Sonoma,12,Urinary Tract Infection,,,,,274,"396,825",69,82.4,,
2020,Sonoma,12,Urinary Tract Infection,,,,,218,"393,987",55.3,66.9,,
2021,Sonoma,12,Urinary Tract Infection,,,,,247,"392,214",63,74.9,,
2022,Sonoma,12,Urinary Tract Infection,,,,,266,"392,503",67.8,78.7,,
2023,Sonoma,12,Urinary Tract Infection,,,,,287,"391,558",73.3,77.7,,
2024,Sonoma,12,Urinary Tract Infection,,,,,299,"395,970",75.5,71.5,,
2005,Stanislaus,12,Urinary Tract Infection,586,"351,584",166.7,192.4,,,,,,
2006,Stanislaus,12,Urinary Tract Infection,517,"355,891",145.3,167.7,,,,,,
2007,Stanislaus,12,Urinary Tract Infection,539,"358,840",150.2,172.6,,,,,,
2008,Stanislaus,12,Urinary Tract Infection,561,"360,777",155.5,177.2,,,,,,
2009,Stanislaus,12,Urinary Tract Infection,657,"363,949",180.5,204.1,,,,,,
2010,Stanislaus,12,Urinary Tract Infection,619,"368,478",168,188.6,,,,,,
2011,Stanislaus,12,Urinary Tract Infection,637,"372,845",170.8,190.4,,,,,,
2012,Stanislaus,12,Urinary Tract Infection,644,"362,639",177.6,191.8,,,,,,
2013,Stanislaus,12,Urinary Tract Infection,689,"367,108",187.7,200.7,,,,,,
2014,Stanislaus,12,Urinary Tract Infection,614,"381,811",160.8,176.5,,,,,,
2015,Stanislaus,12,Urinary Tract Infection,451,"278,069",162.2,168.5,,,,,,
2016,Stanislaus,12,Urinary Tract Infection,,,,,470,"391,725",120,169.6,,
2017,Stanislaus,12,Urinary Tract Infection,,,,,397,"396,063",100.2,141.1,,
2018,Stanislaus,12,Urinary Tract Infection,,,,,430,"399,095",107.7,150.1,,
2019,Stanislaus,12,Urinary Tract Infection,,,,,406,"401,158",101.2,139.6,,
2020,Stanislaus,12,Urinary Tract Infection,,,,,326,"404,571",80.6,111.9,,
2021,Stanislaus,12,Urinary Tract Infection,,,,,243,"405,579",59.9,83.3,,
2022,Stanislaus,12,Urinary Tract Infection,,,,,278,"405,382",68.6,94.3,,
2023,Stanislaus,12,Urinary Tract Infection,,,,,354,"405,599",87.3,97.9,,
2024,Stanislaus,12,Urinary Tract Infection,,,,,437,"412,240",106,104.8,,
2005,STATEWIDE,12,Urinary Tract Infection,"36,739","26,447,738",138.9,158.7,,,,,,
2006,STATEWIDE,12,Urinary Tract Infection,"36,779","26,679,904",137.9,156.8,,,,,,
2007,STATEWIDE,12,Urinary Tract Infection,"39,651","26,935,981",147.2,166,,,,,,
2008,STATEWIDE,12,Urinary Tract Infection,"40,633","27,272,108",149,166.8,,,,,,
2009,STATEWIDE,12,Urinary Tract Infection,"41,696","27,630,961",150.9,167.7,,,,,,
2010,STATEWIDE,12,Urinary Tract Infection,"41,236","28,000,783",147.3,162.4,,,,,,
2011,STATEWIDE,12,Urinary Tract Infection,"39,784","28,396,858",140.1,153.1,,,,,,
2012,STATEWIDE,12,Urinary Tract Infection,"38,955","27,818,703",140,148.5,,,,,,
2013,STATEWIDE,12,Urinary Tract Infection,"36,711","28,195,722",130.2,136.7,,,,,,
2014,STATEWIDE,12,Urinary Tract Infection,"35,714","28,842,369",123.8,131.7,,,,,,
2015,STATEWIDE,12,Urinary Tract Infection,"26,809","21,475,302",124.8,127.6,,,,,,
2016,STATEWIDE,12,Urinary Tract Infection,,,,,"32,368","30,060,643",107.7,143.8,,
2017,STATEWIDE,12,Urinary Tract Infection,,,,,"28,367","30,287,695",93.7,123.5,,
2018,STATEWIDE,12,Urinary Tract Infection,,,,,"26,649","30,462,986",87.5,113.8,,
2019,STATEWIDE,12,Urinary Tract Infection,,,,,"26,639","30,556,507",87.2,111.8,,
2020,STATEWIDE,12,Urinary Tract Infection,,,,,"19,371","30,683,414",63.1,81.4,,
2021,STATEWIDE,12,Urinary Tract Infection,,,,,"20,424","30,490,123",67,85.1,,
2022,STATEWIDE,12,Urinary Tract Infection,,,,,"23,192","30,523,316",76,95,,
2023,STATEWIDE,12,Urinary Tract Infection,,,,,"25,750","30,519,524",84.4,89.9,,
2024,STATEWIDE,12,Urinary Tract Infection,,,,,"28,918","31,012,711",93.2,100.2,,
2005,Sutter,12,Urinary Tract Infection,104,"64,008",162.5,175.7,,,,,,
2006,Sutter,12,Urinary Tract Infection,115,"65,772",174.8,189.7,,,,,,
2007,Sutter,12,Urinary Tract Infection,129,"67,100",192.3,207.5,,,,,,
2008,Sutter,12,Urinary Tract Infection,146,"67,885",215.1,228.1,,,,,,
2009,Sutter,12,Urinary Tract Infection,220,"68,389",321.7,337.1,,,,,,
2010,Sutter,12,Urinary Tract Infection,180,"68,807",261.6,270.4,,,,,,
2011,Sutter,12,Urinary Tract Infection,186,"69,305",268.4,273.7,,,,,,
2012,Sutter,12,Urinary Tract Infection,183,"68,806",266,267.8,,,,,,
2013,Sutter,12,Urinary Tract Infection,130,"69,609",186.8,186,,,,,,
2014,Sutter,12,Urinary Tract Infection,123,"72,717",169.1,172.3,,,,,,
2015,Sutter,12,Urinary Tract Infection,120,"52,739",227.5,218.2,,,,,,
2016,Sutter,12,Urinary Tract Infection,,,,,130,"70,467",184.5,226.2,,
2017,Sutter,12,Urinary Tract Infection,,,,,83,"71,036",116.8,142.3,,
2018,Sutter,12,Urinary Tract Infection,,,,,89,"71,394",124.7,149.5,,
2019,Sutter,12,Urinary Tract Infection,,,,,64,"71,989",88.9,105.7,,
2020,Sutter,12,Urinary Tract Infection,,,,,78,"74,112",105.2,126.5,,
2021,Sutter,12,Urinary Tract Infection,,,,,98,"74,020",132.4,157.7,,
2022,Sutter,12,Urinary Tract Infection,,,,,90,"73,900",121.8,143.6,,
2023,Sutter,12,Urinary Tract Infection,,,,,91,"73,657",123.5,97.9,,
2024,Sutter,12,Urinary Tract Infection,,,,,87,"74,387",117,113.2,,
2005,Tehama,12,Urinary Tract Infection,47,"44,895",104.7,97.2,,,,,,
2006,Tehama,12,Urinary Tract Infection,62,"45,563",136.1,127.6,,,,,,
2007,Tehama,12,Urinary Tract Infection,66,"46,078",143.2,135,,,,,,
2008,Tehama,12,Urinary Tract Infection,61,"46,523",131.1,124.5,,,,,,
2009,Tehama,12,Urinary Tract Infection,63,"46,816",134.6,127,,,,,,
2010,Tehama,12,Urinary Tract Infection,37,"47,599",77.7,73.2,,,,,,
2011,Tehama,12,Urinary Tract Infection,45,"47,875",94,86.6,,,,,,
2012,Tehama,12,Urinary Tract Infection,68,"48,301",140.8,129.8,,,,,,
2013,Tehama,12,Urinary Tract Infection,61,"48,413",126,114.8,,,,,,
2014,Tehama,12,Urinary Tract Infection,79,"49,807",158.6,148.3,,,,,,
2015,Tehama,12,Urinary Tract Infection,30,"36,662",81.8,73.2,,,,,,
2016,Tehama,12,Urinary Tract Infection,,,,,33,"48,263",68.4,75.8,,
2017,Tehama,12,Urinary Tract Infection,,,,,43,"48,526",88.6,96.9,,
2018,Tehama,12,Urinary Tract Infection,,,,,44,"48,597",90.5,98,,
2019,Tehama,12,Urinary Tract Infection,,,,,44,"49,689",88.6,94.8,,
2020,Tehama,12,Urinary Tract Infection,,,,,32,"50,073",63.9,68.6,,
2021,Tehama,12,Urinary Tract Infection,,,,,34,"49,901",68.1,72.7,,
2022,Tehama,12,Urinary Tract Infection,,,,,33,"49,780",66.3,70.2,,
2023,Tehama,12,Urinary Tract Infection,,,,,35,"49,286",71,50.5,,
2024,Tehama,12,Urinary Tract Infection,,,,,34,"49,038",69.3,51.8,,
2005,Trinity,12,Urinary Tract Infection,13,"10,730",121.2,122.9,,,,,,
2006,Trinity,12,Urinary Tract Infection,14,"10,964",127.7,125.3,,,,,,
2007,Trinity,12,Urinary Tract Infection,13,"11,018",118,114.6,,,,,,
2008,Trinity,12,Urinary Tract Infection,14,"11,094",126.2,119.4,,,,,,
2009,Trinity,12,Urinary Tract Infection,21,"11,212",187.3,174.2,,,,,,
2010,Trinity,12,Urinary Tract Infection,34,"11,321",300.3,273.3,,,,,,
2011,Trinity,12,Urinary Tract Infection,15,"11,284",132.9,119.1,,,,,,
2012,Trinity,12,Urinary Tract Infection,6,"13,009",46.1,45.1,,,,,,
2013,Trinity,12,Urinary Tract Infection,30,"12,954",231.6,221.2,,,,,,
2014,Trinity,12,Urinary Tract Infection,25,"12,540",199.4,185.3,,,,,,
2015,Trinity,12,Urinary Tract Infection,17,"10,219",166.4,158.3,,,,,,
2016,Trinity,12,Urinary Tract Infection,,,,,17,"10,653",159.6,110.4,,
2017,Trinity,12,Urinary Tract Infection,,,,,19,"10,553",180,122.8,,
2018,Trinity,12,Urinary Tract Infection,,,,,16,"10,433",153.4,102,,
2019,Trinity,12,Urinary Tract Infection,,,,,10,"10,224",97.8,63,,
2020,Trinity,12,Urinary Tract Infection,,,,,11,"13,250",83,54.3,,
2021,Trinity,12,Urinary Tract Infection,,,,,10,"13,230",75.6,48.9,,
2022,Trinity,12,Urinary Tract Infection,,,,,12,"13,039",92,57.1,,
2023,Trinity,12,Urinary Tract Infection,,,,,15,"12,928",116,62.5,,
2024,Trinity,12,Urinary Tract Infection,,,,,14,"12,958",108,63.6,,
2005,Tulare,12,Urinary Tract Infection,592,"274,190",215.9,258.8,,,,,,
2006,Tulare,12,Urinary Tract Infection,610,"279,155",218.5,263,,,,,,
2007,Tulare,12,Urinary Tract Infection,604,"284,348",212.4,255.8,,,,,,
2008,Tulare,12,Urinary Tract Infection,631,"289,358",218.1,261.8,,,,,,
2009,Tulare,12,Urinary Tract Infection,680,"294,800",230.7,276.9,,,,,,
2010,Tulare,12,Urinary Tract Infection,741,"299,782",247.2,295.1,,,,,,
2011,Tulare,12,Urinary Tract Infection,711,"304,563",233.4,278.4,,,,,,
2012,Tulare,12,Urinary Tract Infection,586,"294,333",199.1,229.6,,,,,,
2013,Tulare,12,Urinary Tract Infection,517,"297,733",173.6,199.3,,,,,,
2014,Tulare,12,Urinary Tract Infection,494,"312,899",157.9,186.3,,,,,,
2015,Tulare,12,Urinary Tract Infection,390,"224,331",173.9,193.9,,,,,,
2016,Tulare,12,Urinary Tract Infection,,,,,457,"315,330",144.9,175.1,,
2017,Tulare,12,Urinary Tract Infection,,,,,405,"318,475",127.2,152.5,,
2018,Tulare,12,Urinary Tract Infection,,,,,312,"321,447",97.1,115.6,,
2019,Tulare,12,Urinary Tract Infection,,,,,285,"323,743",88,103.7,,
2020,Tulare,12,Urinary Tract Infection,,,,,210,"330,496",63.5,76.7,,
2021,Tulare,12,Urinary Tract Infection,,,,,230,"334,290",68.8,83.7,,
2022,Tulare,12,Urinary Tract Infection,,,,,298,"336,253",88.6,107.4,,
2023,Tulare,12,Urinary Tract Infection,,,,,315,"338,551",93,89.1,,
2024,Tulare,12,Urinary Tract Infection,,,,,422,"343,465",122.9,132.5,,
2005,Tuolumne,12,Urinary Tract Infection,47,"46,037",102.1,90.9,,,,,,
2006,Tuolumne,12,Urinary Tract Infection,58,"46,178",125.6,110.5,,,,,,
2007,Tuolumne,12,Urinary Tract Infection,53,"46,095",115,99.2,,,,,,
2008,Tuolumne,12,Urinary Tract Infection,55,"46,161",119.1,101.1,,,,,,
2009,Tuolumne,12,Urinary Tract Infection,58,"45,938",126.3,105.7,,,,,,
2010,Tuolumne,12,Urinary Tract Infection,46,"45,625",100.8,83.3,,,,,,
2011,Tuolumne,12,Urinary Tract Infection,42,"45,626",92.1,75.2,,,,,,
2012,Tuolumne,12,Urinary Tract Infection,40,"45,848",87.2,70.8,,,,,,
2013,Tuolumne,12,Urinary Tract Infection,56,"45,814",122.2,97.4,,,,,,
2014,Tuolumne,12,Urinary Tract Infection,42,"46,483",90.4,72,,,,,,
2015,Tuolumne,12,Urinary Tract Infection,36,"34,447",104.5,82.2,,,,,,
2016,Tuolumne,12,Urinary Tract Infection,,,,,33,"44,851",73.6,61.4,,
2017,Tuolumne,12,Urinary Tract Infection,,,,,49,"45,006",108.9,89.5,,
2018,Tuolumne,12,Urinary Tract Infection,,,,,30,"45,164",66.4,53.9,,
2019,Tuolumne,12,Urinary Tract Infection,,,,,39,"45,172",86.3,68.7,,
2020,Tuolumne,12,Urinary Tract Infection,,,,,34,"45,879",74.1,59.1,,
2021,Tuolumne,12,Urinary Tract Infection,,,,,36,"45,585",79,62.4,,
2022,Tuolumne,12,Urinary Tract Infection,,,,,36,"45,145",79.7,61.8,,
2023,Tuolumne,12,Urinary Tract Infection,,,,,41,"44,852",91.4,68.4,,
2024,Tuolumne,12,Urinary Tract Infection,,,,,52,"44,661",116.4,78.6,,
2005,Ventura,12,Urinary Tract Infection,592,"579,683",102.1,115.3,,,,,,
2006,Ventura,12,Urinary Tract Infection,573,"584,984",98,109.2,,,,,,
2007,Ventura,12,Urinary Tract Infection,626,"588,179",106.4,117.6,,,,,,
2008,Ventura,12,Urinary Tract Infection,626,"594,902",105.2,114.7,,,,,,
2009,Ventura,12,Urinary Tract Infection,658,"603,759",109,117.5,,,,,,
2010,Ventura,12,Urinary Tract Infection,744,"613,523",121.3,129.9,,,,,,
2011,Ventura,12,Urinary Tract Infection,713,"621,646",114.7,121.4,,,,,,
2012,Ventura,12,Urinary Tract Infection,764,"604,609",126.4,128.7,,,,,,
2013,Ventura,12,Urinary Tract Infection,703,"611,966",114.9,115.4,,,,,,
2014,Ventura,12,Urinary Tract Infection,753,"627,517",120,122.1,,,,,,
2015,Ventura,12,Urinary Tract Infection,637,"462,309",137.8,133.8,,,,,,
2016,Ventura,12,Urinary Tract Infection,,,,,771,"647,104",119.1,165,,
2017,Ventura,12,Urinary Tract Infection,,,,,740,"650,997",113.7,154.8,,
2018,Ventura,12,Urinary Tract Infection,,,,,695,"653,163",106.4,142.3,,
2019,Ventura,12,Urinary Tract Infection,,,,,754,"653,665",115.3,151,,
2020,Ventura,12,Urinary Tract Infection,,,,,535,"654,923",81.7,107.4,,
2021,Ventura,12,Urinary Tract Infection,,,,,567,"655,109",86.6,112.8,,
2022,Ventura,12,Urinary Tract Infection,,,,,585,"652,677",89.6,114.2,,
2023,Ventura,12,Urinary Tract Infection,,,,,699,"651,461",107.3,113.8,,
2024,Ventura,12,Urinary Tract Infection,,,,,753,"659,010",114.3,120,,
2005,Yolo,12,Urinary Tract Infection,121,"138,697",87.2,107.6,,,,,,
2006,Yolo,12,Urinary Tract Infection,122,"141,734",86.1,105.9,,,,,,
2007,Yolo,12,Urinary Tract Infection,111,"145,666",76.2,93.4,,,,,,
2008,Yolo,12,Urinary Tract Infection,119,"148,222",80.3,97.7,,,,,,
2009,Yolo,12,Urinary Tract Infection,133,"150,584",88.3,107.1,,,,,,
2010,Yolo,12,Urinary Tract Infection,127,"152,061",83.5,99.9,,,,,,
2011,Yolo,12,Urinary Tract Infection,100,"153,893",65,76.8,,,,,,
2012,Yolo,12,Urinary Tract Infection,86,"150,107",57.3,65.7,,,,,,
2013,Yolo,12,Urinary Tract Infection,85,"151,676",56,63.4,,,,,,
2014,Yolo,12,Urinary Tract Infection,91,"158,797",57.3,66.3,,,,,,
2015,Yolo,12,Urinary Tract Infection,70,"115,361",60.7,66.3,,,,,,
2016,Yolo,12,Urinary Tract Infection,,,,,87,"169,317",51.4,66.3,,
2017,Yolo,12,Urinary Tract Infection,,,,,65,"172,088",37.8,48.3,,
2018,Yolo,12,Urinary Tract Infection,,,,,56,"173,764",32.2,40.9,,
2019,Yolo,12,Urinary Tract Infection,,,,,52,"174,265",29.8,37.2,,
2020,Yolo,12,Urinary Tract Infection,,,,,49,"171,746",28.5,35.5,,
2021,Yolo,12,Urinary Tract Infection,,,,,47,"169,217",27.8,33.8,,
2022,Yolo,12,Urinary Tract Infection,,,,,55,"178,722",30.8,38.3,,
2023,Yolo,12,Urinary Tract Infection,,,,,84,"177,405",47.3,47.7,,
2024,Yolo,12,Urinary Tract Infection,,,,,105,"181,959",57.7,61.1,,
2005,Yuba,12,Urinary Tract Infection,63,"46,675",135,167.4,,,,,,
2006,Yuba,12,Urinary Tract Infection,91,"48,823",186.4,234.7,,,,,,
2007,Yuba,12,Urinary Tract Infection,109,"49,805",218.9,276.7,,,,,,
2008,Yuba,12,Urinary Tract Infection,92,"50,676",181.5,229.5,,,,,,
2009,Yuba,12,Urinary Tract Infection,122,"50,775",240.3,300.6,,,,,,
2010,Yuba,12,Urinary Tract Infection,135,"51,396",262.7,323.9,,,,,,
2011,Yuba,12,Urinary Tract Infection,126,"51,791",243.3,296.4,,,,,,
2012,Yuba,12,Urinary Tract Infection,133,"52,301",254.3,308,,,,,,
2013,Yuba,12,Urinary Tract Infection,115,"52,770",217.9,262.6,,,,,,
2014,Yuba,12,Urinary Tract Infection,84,"54,942",152.9,189,,,,,,
2015,Yuba,12,Urinary Tract Infection,80,"40,517",197.4,233.6,,,,,,
2016,Yuba,12,Urinary Tract Infection,,,,,87,"54,335",160.1,197.9,,
2017,Yuba,12,Urinary Tract Infection,,,,,56,"55,421",101,123.8,,
2018,Yuba,12,Urinary Tract Infection,,,,,67,"55,951",119.7,145.8,,
2019,Yuba,12,Urinary Tract Infection,,,,,50,"56,969",87.8,105.1,,
2020,Yuba,12,Urinary Tract Infection,,,,,50,"59,766",83.7,101.9,,
2021,Yuba,12,Urinary Tract Infection,,,,,72,"60,767",118.5,144.1,,
2022,Yuba,12,Urinary Tract Infection,,,,,46,"61,597",74.7,89.6,,
2023,Yuba,12,Urinary Tract Infection,,,,,68,"62,561",108.7,111.5,,
2024,Yuba,12,Urinary Tract Infection,,,,,55,"63,794",86.2,93,,
2005,Alameda,13,Angina without Procedure,299,"1,102,068",27.1,31.1,,,,,,
2006,Alameda,13,Angina without Procedure,225,"1,106,823",20.3,23.1,,,,,,
2007,Alameda,13,Angina without Procedure,220,"1,117,973",19.7,22.2,,,,,,
2008,Alameda,13,Angina without Procedure,204,"1,136,417",18,20.1,,,,,,
2009,Alameda,13,Angina without Procedure,195,"1,155,287",16.9,18.8,,,,,,
2010,Alameda,13,Angina without Procedure,238,"1,169,910",20.3,22.4,,,,,,
2011,Alameda,13,Angina without Procedure,205,"1,186,810",17.3,18.8,,,,,,
2012,Alameda,13,Angina without Procedure,164,"1,173,980",14,14.7,,,,,,
2013,Alameda,13,Angina without Procedure,144,"1,197,759",12,12.6,,,,,,
2014,Alameda,13,Angina without Procedure,169,"1,192,027",14.2,14.9,,,,,,
2015,Alameda,13,Angina without Procedure,105,"923,607",11.4,11.6,,,,,,
2005,Alpine,13,Angina without Procedure,0,979,0,0,,,,,,
2006,Alpine,13,Angina without Procedure,0,"1,001",0,0,,,,,,
2007,Alpine,13,Angina without Procedure,0,"1,009",0,0,,,,,,
2008,Alpine,13,Angina without Procedure,0,957,0,0,,,,,,
2009,Alpine,13,Angina without Procedure,0,947,0,0,,,,,,
2010,Alpine,13,Angina without Procedure,0,895,0,0,,,,,,
2011,Alpine,13,Angina without Procedure,0,888,0,0,,,,,,
2012,Alpine,13,Angina without Procedure,0,"2,975",0,0,,,,,,
2013,Alpine,13,Angina without Procedure,0,"2,967",0,0,,,,,,
2014,Alpine,13,Angina without Procedure,0,"2,018",0,0,,,,,,
2015,Alpine,13,Angina without Procedure,0,"3,000",0,0,,,,,,
2005,Amador,13,Angina without Procedure,25,"31,101",80.4,68.3,,,,,,
2006,Amador,13,Angina without Procedure,20,"31,460",63.6,53.6,,,,,,
2007,Amador,13,Angina without Procedure,18,"31,883",56.5,47.1,,,,,,
2008,Amador,13,Angina without Procedure,22,"31,619",69.6,57.1,,,,,,
2009,Amador,13,Angina without Procedure,21,"31,769",66.1,53.6,,,,,,
2010,Amador,13,Angina without Procedure,16,"31,720",50.4,40.5,,,,,,
2011,Amador,13,Angina without Procedure,9,"31,760",28.3,22.5,,,,,,
2012,Amador,13,Angina without Procedure,15,"32,614",46,37.5,,,,,,
2013,Amador,13,Angina without Procedure,11,"32,252",34.1,27.5,,,,,,
2014,Amador,13,Angina without Procedure,9,"33,224",27.1,21.5,,,,,,
2015,Amador,13,Angina without Procedure,6,"24,635",24.4,19.6,,,,,,
2005,Butte,13,Angina without Procedure,78,"165,310",47.2,47.1,,,,,,
2006,Butte,13,Angina without Procedure,84,"167,351",50.2,50,,,,,,
2007,Butte,13,Angina without Procedure,64,"168,208",38,37.6,,,,,,
2008,Butte,13,Angina without Procedure,90,"169,793",53,52.1,,,,,,
2009,Butte,13,Angina without Procedure,105,"170,726",61.5,60.2,,,,,,
2010,Butte,13,Angina without Procedure,94,"171,576",54.8,53.5,,,,,,
2011,Butte,13,Angina without Procedure,52,"172,643",30.1,29.6,,,,,,
2012,Butte,13,Angina without Procedure,46,"169,573",27.1,25.8,,,,,,
2013,Butte,13,Angina without Procedure,61,"170,817",35.7,34,,,,,,
2014,Butte,13,Angina without Procedure,94,"175,975",53.4,51.2,,,,,,
2015,Butte,13,Angina without Procedure,79,"128,928",61.3,57.6,,,,,,
2005,Calaveras,13,Angina without Procedure,28,"35,913",78,64.5,,,,,,
2006,Calaveras,13,Angina without Procedure,16,"36,599",43.7,36,,,,,,
2007,Calaveras,13,Angina without Procedure,39,"36,944",105.6,85.9,,,,,,
2008,Calaveras,13,Angina without Procedure,17,"37,092",45.8,36.8,,,,,,
2009,Calaveras,13,Angina without Procedure,30,"36,875",81.4,64.4,,,,,,
2010,Calaveras,13,Angina without Procedure,21,"36,801",57.1,44.7,,,,,,
2011,Calaveras,13,Angina without Procedure,19,"36,652",51.8,40.3,,,,,,
2012,Calaveras,13,Angina without Procedure,10,"37,597",26.6,20.9,,,,,,
2013,Calaveras,13,Angina without Procedure,8,"37,646",21.3,16.6,,,,,,
2014,Calaveras,13,Angina without Procedure,4,"38,886",10.3,8,,,,,,
2015,Calaveras,13,Angina without Procedure,2,"28,698",7,5.4,,,,,,
2005,Colusa,13,Angina without Procedure,9,"14,456",62.3,66,,,,,,
2006,Colusa,13,Angina without Procedure,5,"14,677",34.1,36.3,,,,,,
2007,Colusa,13,Angina without Procedure,3,"14,837",20.2,21.3,,,,,,
2008,Colusa,13,Angina without Procedure,3,"14,891",20.1,21.1,,,,,,
2009,Colusa,13,Angina without Procedure,2,"14,960",13.4,14,,,,,,
2010,Colusa,13,Angina without Procedure,1,"15,117",6.6,6.9,,,,,,
2011,Colusa,13,Angina without Procedure,1,"15,206",6.6,6.8,,,,,,
2012,Colusa,13,Angina without Procedure,3,"16,676",18,20.3,,,,,,
2013,Colusa,13,Angina without Procedure,1,"16,775",6,6.7,,,,,,
2014,Colusa,13,Angina without Procedure,1,"16,640",6,6.4,,,,,,
2015,Colusa,13,Angina without Procedure,0,"13,258",0,0,,,,,,
2005,Contra Costa,13,Angina without Procedure,201,"744,835",27,28.2,,,,,,
2006,Contra Costa,13,Angina without Procedure,216,"747,747",28.9,30,,,,,,
2007,Contra Costa,13,Angina without Procedure,175,"755,752",23.2,23.8,,,,,,
2008,Contra Costa,13,Angina without Procedure,185,"767,612",24.1,24.6,,,,,,
2009,Contra Costa,13,Angina without Procedure,168,"780,970",21.5,21.8,,,,,,
2010,Contra Costa,13,Angina without Procedure,129,"793,960",16.2,16.3,,,,,,
2011,Contra Costa,13,Angina without Procedure,113,"808,054",14,13.9,,,,,,
2012,Contra Costa,13,Angina without Procedure,101,"793,369",12.7,12.2,,,,,,
2013,Contra Costa,13,Angina without Procedure,101,"808,882",12.5,11.9,,,,,,
2014,Contra Costa,13,Angina without Procedure,141,"818,959",17.2,16.5,,,,,,
2015,Contra Costa,13,Angina without Procedure,110,"620,275",17.7,16.4,,,,,,
2005,Del Norte,13,Angina without Procedure,13,"22,067",58.9,61,,,,,,
2006,Del Norte,13,Angina without Procedure,5,"22,055",22.7,23.2,,,,,,
2007,Del Norte,13,Angina without Procedure,8,"22,315",35.9,36.5,,,,,,
2008,Del Norte,13,Angina without Procedure,6,"22,398",26.8,27,,,,,,
2009,Del Norte,13,Angina without Procedure,1,"22,525",4.4,4.5,,,,,,
2010,Del Norte,13,Angina without Procedure,3,"22,507",13.3,13.3,,,,,,
2011,Del Norte,13,Angina without Procedure,4,"22,606",17.7,17.6,,,,,,
2012,Del Norte,13,Angina without Procedure,0,"23,687",0,0,,,,,,
2013,Del Norte,13,Angina without Procedure,0,"23,420",0,0,,,,,,
2014,Del Norte,13,Angina without Procedure,0,"23,656",0,0,,,,,,
2015,Del Norte,13,Angina without Procedure,2,"17,650",11.3,11.8,,,,,,
2005,El Dorado,13,Angina without Procedure,72,"132,739",54.2,52,,,,,,
2006,El Dorado,13,Angina without Procedure,52,"134,458",38.7,36.8,,,,,,
2007,El Dorado,13,Angina without Procedure,57,"135,852",42,39.3,,,,,,
2008,El Dorado,13,Angina without Procedure,38,"137,534",27.6,25.5,,,,,,
2009,El Dorado,13,Angina without Procedure,27,"139,337",19.4,17.6,,,,,,
2010,El Dorado,13,Angina without Procedure,36,"140,597",25.6,23,,,,,,
