Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2009,Solano,14,Uncontrolled Diabetes,15.0,308635.0,4.9,5.0,,,,,,,15.0,308635.0,4.9,5.0,5.0,SOLANO,06095
2010,Solano,14,Uncontrolled Diabetes,12.0,313165.0,3.8,3.9,,,,,,,12.0,313165.0,3.8,3.9,3.9,SOLANO,06095
2011,Solano,14,Uncontrolled Diabetes,17.0,316734.0,5.4,5.5,,,,,,,17.0,316734.0,5.4,5.5,5.5,SOLANO,06095
2012,Solano,14,Uncontrolled Diabetes,12.0,312400.0,3.8,3.8,,,,,,,12.0,312400.0,3.8,3.8,3.8,SOLANO,06095
2013,Solano,14,Uncontrolled Diabetes,12.0,317212.0,3.8,3.8,,,,,,,12.0,317212.0,3.8,3.8,3.8,SOLANO,06095
2014,Solano,14,Uncontrolled Diabetes,12.0,320144.0,3.7,3.7,,,,,,,12.0,320144.0,3.7,3.7,3.7,SOLANO,06095
2015,Solano,14,Uncontrolled Diabetes,7.0,242676.0,2.9,2.8,,,,,,,7.0,242676.0,2.9,2.8,2.8,SOLANO,06095
2016,Solano,14,Uncontrolled Diabetes,,,,,82.0,339769.0,24.1,34.1,,,82.0,339769.0,24.1,34.1,34.1,SOLANO,06095
2017,Solano,14,Uncontrolled Diabetes,,,,,72.0,344415.0,20.9,29.3,,,72.0,344415.0,20.9,29.3,29.3,SOLANO,06095
2018,Solano,14,Uncontrolled Diabetes,,,,,64.0,347091.0,18.4,25.5,,,64.0,347091.0,18.4,25.5,25.5,SOLANO,06095
2019,Solano,14,Uncontrolled Diabetes,,,,,62.0,348999.0,17.8,24.4,,,62.0,348999.0,17.8,24.4,24.4,SOLANO,06095
2020,Solano,14,Uncontrolled Diabetes,,,,,54.0,353295.0,15.3,20.9,,,54.0,353295.0,15.3,20.9,20.9,SOLANO,06095
2021,Solano,14,Uncontrolled Diabetes,,,,,40.0,352161.0,11.4,15.4,,,40.0,352161.0,11.4,15.4,15.4,SOLANO,06095
2022,Solano,14,Uncontrolled Diabetes,,,,,70.0,351591.0,19.9,26.6,,,70.0,351591.0,19.9,26.6,26.6,SOLANO,06095
2023,Solano,14,Uncontrolled Diabetes,,,,,67.0,351690.0,19.1,26.3,,,67.0,351690.0,19.1,26.3,26.3,SOLANO,06095
2024,Solano,14,Uncontrolled Diabetes,,,,,51.0,357585.0,14.3,17.6,,,51.0,357585.0,14.3,17.6,17.6,SOLANO,06095
2005,Sonoma,14,Uncontrolled Diabetes,16.0,358116.0,4.5,4.4,,,,,,,16.0,358116.0,4.5,4.4,4.4,SONOMA,06097
2006,Sonoma,14,Uncontrolled Diabetes,22.0,358614.0,6.1,6.1,,,,,,,22.0,358614.0,6.1,6.1,6.1,SONOMA,06097
2007,Sonoma,14,Uncontrolled Diabetes,13.0,361223.0,3.6,3.6,,,,,,,13.0,361223.0,3.6,3.6,3.6,SONOMA,06097
2008,Sonoma,14,Uncontrolled Diabetes,10.0,366471.0,2.7,2.7,,,,,,,10.0,366471.0,2.7,2.7,2.7,SONOMA,06097
2009,Sonoma,14,Uncontrolled Diabetes,18.0,372373.0,4.8,4.8,,,,,,,18.0,372373.0,4.8,4.8,4.8,SONOMA,06097
2010,Sonoma,14,Uncontrolled Diabetes,19.0,377723.0,5.0,4.9,,,,,,,19.0,377723.0,5.0,4.9,4.9,SONOMA,06097
2011,Sonoma,14,Uncontrolled Diabetes,21.0,381767.0,5.5,5.4,,,,,,,21.0,381767.0,5.5,5.4,5.4,SONOMA,06097
2012,Sonoma,14,Uncontrolled Diabetes,10.0,375444.0,2.7,2.5,,,,,,,10.0,375444.0,2.7,2.5,2.5,SONOMA,06097
2013,Sonoma,14,Uncontrolled Diabetes,8.0,380676.0,2.1,2.0,,,,,,,8.0,380676.0,2.1,2.0,2.0,SONOMA,06097
2014,Sonoma,14,Uncontrolled Diabetes,13.0,383621.0,3.4,3.2,,,,,,,13.0,383621.0,3.4,3.2,3.2,SONOMA,06097
2015,Sonoma,14,Uncontrolled Diabetes,18.0,289219.0,6.2,5.8,,,,,,,18.0,289219.0,6.2,5.8,5.8,SONOMA,06097
2016,Sonoma,14,Uncontrolled Diabetes,,,,,68.0,401275.0,16.9,24.4,,,68.0,401275.0,16.9,24.4,24.4,SONOMA,06097
2017,Sonoma,14,Uncontrolled Diabetes,,,,,56.0,402493.0,13.9,19.8,,,56.0,402493.0,13.9,19.8,19.8,SONOMA,06097
2018,Sonoma,14,Uncontrolled Diabetes,,,,,55.0,399482.0,13.8,19.3,,,55.0,399482.0,13.8,19.3,19.3,SONOMA,06097
2019,Sonoma,14,Uncontrolled Diabetes,,,,,58.0,396825.0,14.6,20.2,,,58.0,396825.0,14.6,20.2,20.2,SONOMA,06097
2020,Sonoma,14,Uncontrolled Diabetes,,,,,68.0,393987.0,17.3,23.9,,,68.0,393987.0,17.3,23.9,23.9,SONOMA,06097
2021,Sonoma,14,Uncontrolled Diabetes,,,,,47.0,392214.0,12.0,16.4,,,47.0,392214.0,12.0,16.4,16.4,SONOMA,06097
2022,Sonoma,14,Uncontrolled Diabetes,,,,,73.0,392503.0,18.6,25.1,,,73.0,392503.0,18.6,25.1,25.1,SONOMA,06097
2023,Sonoma,14,Uncontrolled Diabetes,,,,,60.0,391558.0,15.3,19.3,,,60.0,391558.0,15.3,19.3,19.3,SONOMA,06097
2024,Sonoma,14,Uncontrolled Diabetes,,,,,60.0,395970.0,15.2,17.0,,,60.0,395970.0,15.2,17.0,17.0,SONOMA,06097
2005,Stanislaus,14,Uncontrolled Diabetes,44.0,351584.0,12.5,13.5,,,,,,,44.0,351584.0,12.5,13.5,13.5,STANISLAUS,06099
2006,Stanislaus,14,Uncontrolled Diabetes,48.0,355891.0,13.5,14.6,,,,,,,48.0,355891.0,13.5,14.6,14.6,STANISLAUS,06099
2007,Stanislaus,14,Uncontrolled Diabetes,44.0,358840.0,12.3,13.2,,,,,,,44.0,358840.0,12.3,13.2,13.2,STANISLAUS,06099
2008,Stanislaus,14,Uncontrolled Diabetes,67.0,360777.0,18.6,19.9,,,,,,,67.0,360777.0,18.6,19.9,19.9,STANISLAUS,06099
2009,Stanislaus,14,Uncontrolled Diabetes,44.0,363949.0,12.1,12.9,,,,,,,44.0,363949.0,12.1,12.9,12.9,STANISLAUS,06099
2010,Stanislaus,14,Uncontrolled Diabetes,60.0,368478.0,16.3,17.3,,,,,,,60.0,368478.0,16.3,17.3,17.3,STANISLAUS,06099
2011,Stanislaus,14,Uncontrolled Diabetes,57.0,372845.0,15.3,16.2,,,,,,,57.0,372845.0,15.3,16.2,16.2,STANISLAUS,06099
2012,Stanislaus,14,Uncontrolled Diabetes,76.0,362639.0,21.0,21.5,,,,,,,76.0,362639.0,21.0,21.5,21.5,STANISLAUS,06099
2013,Stanislaus,14,Uncontrolled Diabetes,72.0,367108.0,19.6,20.0,,,,,,,72.0,367108.0,19.6,20.0,20.0,STANISLAUS,06099
2014,Stanislaus,14,Uncontrolled Diabetes,49.0,381811.0,12.8,13.3,,,,,,,49.0,381811.0,12.8,13.3,13.3,STANISLAUS,06099
2015,Stanislaus,14,Uncontrolled Diabetes,28.0,278069.0,10.1,10.1,,,,,,,28.0,278069.0,10.1,10.1,10.1,STANISLAUS,06099
2016,Stanislaus,14,Uncontrolled Diabetes,,,,,176.0,391725.0,44.9,51.7,,,176.0,391725.0,44.9,51.7,51.7,STANISLAUS,06099
2017,Stanislaus,14,Uncontrolled Diabetes,,,,,175.0,396063.0,44.2,50.6,,,175.0,396063.0,44.2,50.6,50.6,STANISLAUS,06099
2018,Stanislaus,14,Uncontrolled Diabetes,,,,,173.0,399095.0,43.3,49.3,,,173.0,399095.0,43.3,49.3,49.3,STANISLAUS,06099
2019,Stanislaus,14,Uncontrolled Diabetes,,,,,192.0,401158.0,47.9,54.1,,,192.0,401158.0,47.9,54.1,54.1,STANISLAUS,06099
2020,Stanislaus,14,Uncontrolled Diabetes,,,,,171.0,404571.0,42.3,47.8,,,171.0,404571.0,42.3,47.8,47.8,STANISLAUS,06099
2021,Stanislaus,14,Uncontrolled Diabetes,,,,,190.0,405579.0,46.8,52.9,,,190.0,405579.0,46.8,52.9,52.9,STANISLAUS,06099
2022,Stanislaus,14,Uncontrolled Diabetes,,,,,144.0,405382.0,35.5,39.9,,,144.0,405382.0,35.5,39.9,39.9,STANISLAUS,06099
2023,Stanislaus,14,Uncontrolled Diabetes,,,,,164.0,405599.0,40.4,39.1,,,164.0,405599.0,40.4,39.1,39.1,STANISLAUS,06099
2024,Stanislaus,14,Uncontrolled Diabetes,,,,,183.0,412240.0,44.4,41.9,,,183.0,412240.0,44.4,41.9,41.9,STANISLAUS,06099
2005,Sutter,14,Uncontrolled Diabetes,3.0,64008.0,4.7,4.9,,,,,,,3.0,64008.0,4.7,4.9,4.9,SUTTER,06101
2006,Sutter,14,Uncontrolled Diabetes,8.0,65772.0,12.2,12.7,,,,,,,8.0,65772.0,12.2,12.7,12.7,SUTTER,06101
2007,Sutter,14,Uncontrolled Diabetes,10.0,67100.0,14.9,15.6,,,,,,,10.0,67100.0,14.9,15.6,15.6,SUTTER,06101
2008,Sutter,14,Uncontrolled Diabetes,11.0,67885.0,16.2,16.8,,,,,,,11.0,67885.0,16.2,16.8,16.8,SUTTER,06101
2009,Sutter,14,Uncontrolled Diabetes,9.0,68389.0,13.2,13.6,,,,,,,9.0,68389.0,13.2,13.6,13.6,SUTTER,06101
2010,Sutter,14,Uncontrolled Diabetes,9.0,68807.0,13.1,13.4,,,,,,,9.0,68807.0,13.1,13.4,13.4,SUTTER,06101
2011,Sutter,14,Uncontrolled Diabetes,14.0,69305.0,20.2,20.6,,,,,,,14.0,69305.0,20.2,20.6,20.6,SUTTER,06101
2012,Sutter,14,Uncontrolled Diabetes,13.0,68806.0,18.9,19.0,,,,,,,13.0,68806.0,18.9,19.0,19.0,SUTTER,06101
2013,Sutter,14,Uncontrolled Diabetes,9.0,69609.0,12.9,13.0,,,,,,,9.0,69609.0,12.9,13.0,13.0,SUTTER,06101
2014,Sutter,14,Uncontrolled Diabetes,11.0,72717.0,15.1,15.3,,,,,,,11.0,72717.0,15.1,15.3,15.3,SUTTER,06101
2015,Sutter,14,Uncontrolled Diabetes,4.0,52739.0,7.6,7.5,,,,,,,4.0,52739.0,7.6,7.5,7.5,SUTTER,06101
2016,Sutter,14,Uncontrolled Diabetes,,,,,18.0,70467.0,25.5,32.1,,,18.0,70467.0,25.5,32.1,32.1,SUTTER,06101
2017,Sutter,14,Uncontrolled Diabetes,,,,,32.0,71036.0,45.0,56.4,,,32.0,71036.0,45.0,56.4,56.4,SUTTER,06101
2018,Sutter,14,Uncontrolled Diabetes,,,,,15.0,71394.0,21.0,26.1,,,15.0,71394.0,21.0,26.1,26.1,SUTTER,06101
2019,Sutter,14,Uncontrolled Diabetes,,,,,27.0,71989.0,37.5,46.4,,,27.0,71989.0,37.5,46.4,46.4,SUTTER,06101
2020,Sutter,14,Uncontrolled Diabetes,,,,,31.0,74112.0,41.8,51.8,,,31.0,74112.0,41.8,51.8,51.8,SUTTER,06101
2021,Sutter,14,Uncontrolled Diabetes,,,,,28.0,74020.0,37.8,46.7,,,28.0,74020.0,37.8,46.7,46.7,SUTTER,06101
2022,Sutter,14,Uncontrolled Diabetes,,,,,27.0,73900.0,36.5,44.9,,,27.0,73900.0,36.5,44.9,44.9,SUTTER,06101
2023,Sutter,14,Uncontrolled Diabetes,,,,,28.0,73657.0,38.0,30.8,,,28.0,73657.0,38.0,30.8,30.8,SUTTER,06101
2024,Sutter,14,Uncontrolled Diabetes,,,,,22.0,74387.0,29.6,27.1,,,22.0,74387.0,29.6,27.1,27.1,SUTTER,06101
2005,Tehama,14,Uncontrolled Diabetes,3.0,44895.0,6.7,6.4,,,,,,,3.0,44895.0,6.7,6.4,6.4,TEHAMA,06103
2006,Tehama,14,Uncontrolled Diabetes,4.0,45563.0,8.8,8.4,,,,,,,4.0,45563.0,8.8,8.4,8.4,TEHAMA,06103
2007,Tehama,14,Uncontrolled Diabetes,3.0,46078.0,6.5,6.2,,,,,,,3.0,46078.0,6.5,6.2,6.2,TEHAMA,06103
2008,Tehama,14,Uncontrolled Diabetes,3.0,46523.0,6.4,6.2,,,,,,,3.0,46523.0,6.4,6.2,6.2,TEHAMA,06103
2009,Tehama,14,Uncontrolled Diabetes,6.0,46816.0,12.8,12.2,,,,,,,6.0,46816.0,12.8,12.2,12.2,TEHAMA,06103
2010,Tehama,14,Uncontrolled Diabetes,8.0,47599.0,16.8,16.0,,,,,,,8.0,47599.0,16.8,16.0,16.0,TEHAMA,06103
2011,Tehama,14,Uncontrolled Diabetes,2.0,47875.0,4.2,3.9,,,,,,,2.0,47875.0,4.2,3.9,3.9,TEHAMA,06103
2012,Tehama,14,Uncontrolled Diabetes,4.0,48301.0,8.3,7.8,,,,,,,4.0,48301.0,8.3,7.8,7.8,TEHAMA,06103
2013,Tehama,14,Uncontrolled Diabetes,5.0,48413.0,10.3,9.8,,,,,,,5.0,48413.0,10.3,9.8,9.8,TEHAMA,06103
2014,Tehama,14,Uncontrolled Diabetes,2.0,49807.0,4.0,3.8,,,,,,,2.0,49807.0,4.0,3.8,3.8,TEHAMA,06103
2015,Tehama,14,Uncontrolled Diabetes,1.0,36662.0,2.7,2.6,,,,,,,1.0,36662.0,2.7,2.6,2.6,TEHAMA,06103
2016,Tehama,14,Uncontrolled Diabetes,,,,,7.0,48263.0,14.5,14.0,,,7.0,48263.0,14.5,14.0,14.0,TEHAMA,06103
2017,Tehama,14,Uncontrolled Diabetes,,,,,10.0,48526.0,20.6,19.7,,,10.0,48526.0,20.6,19.7,19.7,TEHAMA,06103
2018,Tehama,14,Uncontrolled Diabetes,,,,,13.0,48597.0,26.8,25.4,,,13.0,48597.0,26.8,25.4,25.4,TEHAMA,06103
2019,Tehama,14,Uncontrolled Diabetes,,,,,18.0,49689.0,36.2,34.2,,,18.0,49689.0,36.2,34.2,34.2,TEHAMA,06103
2020,Tehama,14,Uncontrolled Diabetes,,,,,12.0,50073.0,24.0,22.7,,,12.0,50073.0,24.0,22.7,22.7,TEHAMA,06103
2021,Tehama,14,Uncontrolled Diabetes,,,,,11.0,49901.0,22.0,20.8,,,11.0,49901.0,22.0,20.8,20.8,TEHAMA,06103
2022,Tehama,14,Uncontrolled Diabetes,,,,,9.0,49780.0,18.1,17.0,,,9.0,49780.0,18.1,17.0,17.0,TEHAMA,06103
2023,Tehama,14,Uncontrolled Diabetes,,,,,7.0,49286.0,14.2,10.4,,,7.0,49286.0,14.2,10.4,10.4,TEHAMA,06103
2024,Tehama,14,Uncontrolled Diabetes,,,,,8.0,49038.0,16.3,12.8,,,8.0,49038.0,16.3,12.8,12.8,TEHAMA,06103
2005,Trinity,14,Uncontrolled Diabetes,0.0,10730.0,0.0,0.0,,,,,,,0.0,10730.0,0.0,0.0,0.0,TRINITY,06105
2006,Trinity,14,Uncontrolled Diabetes,1.0,10964.0,9.1,8.1,,,,,,,1.0,10964.0,9.1,8.1,8.1,TRINITY,06105
2007,Trinity,14,Uncontrolled Diabetes,1.0,11018.0,9.1,8.0,,,,,,,1.0,11018.0,9.1,8.0,8.0,TRINITY,06105
2008,Trinity,14,Uncontrolled Diabetes,2.0,11094.0,18.0,15.8,,,,,,,2.0,11094.0,18.0,15.8,15.8,TRINITY,06105
2009,Trinity,14,Uncontrolled Diabetes,2.0,11212.0,17.8,15.5,,,,,,,2.0,11212.0,17.8,15.5,15.5,TRINITY,06105
2010,Trinity,14,Uncontrolled Diabetes,1.0,11321.0,8.8,7.7,,,,,,,1.0,11321.0,8.8,7.7,7.7,TRINITY,06105
2011,Trinity,14,Uncontrolled Diabetes,1.0,11284.0,8.9,7.6,,,,,,,1.0,11284.0,8.9,7.6,7.6,TRINITY,06105
2012,Trinity,14,Uncontrolled Diabetes,0.0,13009.0,0.0,0.0,,,,,,,0.0,13009.0,0.0,0.0,0.0,TRINITY,06105
2013,Trinity,14,Uncontrolled Diabetes,1.0,12954.0,7.7,7.4,,,,,,,1.0,12954.0,7.7,7.4,7.4,TRINITY,06105
2014,Trinity,14,Uncontrolled Diabetes,0.0,12540.0,0.0,0.0,,,,,,,0.0,12540.0,0.0,0.0,0.0,TRINITY,06105
2015,Trinity,14,Uncontrolled Diabetes,1.0,10219.0,9.8,9.7,,,,,,,1.0,10219.0,9.8,9.7,9.7,TRINITY,06105
2016,Trinity,14,Uncontrolled Diabetes,,,,,2.0,10653.0,18.8,10.1,,,2.0,10653.0,18.8,10.1,10.1,TRINITY,06105
2017,Trinity,14,Uncontrolled Diabetes,,,,,2.0,10553.0,19.0,10.1,,,2.0,10553.0,19.0,10.1,10.1,TRINITY,06105
2018,Trinity,14,Uncontrolled Diabetes,,,,,2.0,10433.0,19.2,10.1,,,2.0,10433.0,19.2,10.1,10.1,TRINITY,06105
2019,Trinity,14,Uncontrolled Diabetes,,,,,0.0,10223.0,0.0,0.0,,,0.0,10223.0,0.0,0.0,0.0,TRINITY,06105
2020,Trinity,14,Uncontrolled Diabetes,,,,,0.0,13250.0,0.0,0.0,,,0.0,13250.0,0.0,0.0,0.0,TRINITY,06105
2021,Trinity,14,Uncontrolled Diabetes,,,,,1.0,13230.0,7.6,3.9,,,1.0,13230.0,7.6,3.9,3.9,TRINITY,06105
2022,Trinity,14,Uncontrolled Diabetes,,,,,1.0,13039.0,7.7,3.9,,,1.0,13039.0,7.7,3.9,3.9,TRINITY,06105
2023,Trinity,14,Uncontrolled Diabetes,,,,,4.0,12928.0,30.9,14.5,,,4.0,12928.0,30.9,14.5,14.5,TRINITY,06105
2024,Trinity,14,Uncontrolled Diabetes,,,,,1.0,12958.0,7.7,4.6,,,1.0,12958.0,7.7,4.6,4.6,TRINITY,06105
2005,Tulare,14,Uncontrolled Diabetes,21.0,274190.0,7.7,8.5,,,,,,,21.0,274190.0,7.7,8.5,8.5,TULARE,06107
2006,Tulare,14,Uncontrolled Diabetes,25.0,279155.0,9.0,9.9,,,,,,,25.0,279155.0,9.0,9.9,9.9,TULARE,06107
2007,Tulare,14,Uncontrolled Diabetes,28.0,284348.0,9.8,10.9,,,,,,,28.0,284348.0,9.8,10.9,10.9,TULARE,06107
2008,Tulare,14,Uncontrolled Diabetes,28.0,289358.0,9.7,10.7,,,,,,,28.0,289358.0,9.7,10.7,10.7,TULARE,06107
2009,Tulare,14,Uncontrolled Diabetes,44.0,294800.0,14.9,16.4,,,,,,,44.0,294800.0,14.9,16.4,16.4,TULARE,06107
2010,Tulare,14,Uncontrolled Diabetes,31.0,299782.0,10.3,11.3,,,,,,,31.0,299782.0,10.3,11.3,11.3,TULARE,06107
2011,Tulare,14,Uncontrolled Diabetes,33.0,304563.0,10.8,11.9,,,,,,,33.0,304563.0,10.8,11.9,11.9,TULARE,06107
2012,Tulare,14,Uncontrolled Diabetes,40.0,294333.0,13.6,14.4,,,,,,,40.0,294333.0,13.6,14.4,14.4,TULARE,06107
2013,Tulare,14,Uncontrolled Diabetes,11.0,297733.0,3.7,3.9,,,,,,,11.0,297733.0,3.7,3.9,3.9,TULARE,06107
2014,Tulare,14,Uncontrolled Diabetes,26.0,312899.0,8.3,8.9,,,,,,,26.0,312899.0,8.3,8.9,8.9,TULARE,06107
2015,Tulare,14,Uncontrolled Diabetes,22.0,224331.0,9.8,10.2,,,,,,,22.0,224331.0,9.8,10.2,10.2,TULARE,06107
2016,Tulare,14,Uncontrolled Diabetes,,,,,114.0,315330.0,36.2,36.0,,,114.0,315330.0,36.2,36.0,36.0,TULARE,06107
2017,Tulare,14,Uncontrolled Diabetes,,,,,117.0,318475.0,36.7,36.3,,,117.0,318475.0,36.7,36.3,36.3,TULARE,06107
2018,Tulare,14,Uncontrolled Diabetes,,,,,104.0,321447.0,32.4,31.8,,,104.0,321447.0,32.4,31.8,31.8,TULARE,06107
2019,Tulare,14,Uncontrolled Diabetes,,,,,127.0,323743.0,39.2,38.4,,,127.0,323743.0,39.2,38.4,38.4,TULARE,06107
2020,Tulare,14,Uncontrolled Diabetes,,,,,85.0,330496.0,25.7,25.3,,,85.0,330496.0,25.7,25.3,25.3,TULARE,06107
2021,Tulare,14,Uncontrolled Diabetes,,,,,110.0,334290.0,32.9,32.4,,,110.0,334290.0,32.9,32.4,32.4,TULARE,06107
2022,Tulare,14,Uncontrolled Diabetes,,,,,113.0,336253.0,33.6,33.0,,,113.0,336253.0,33.6,33.0,33.0,TULARE,06107
2023,Tulare,14,Uncontrolled Diabetes,,,,,88.0,338551.0,26.0,18.7,,,88.0,338551.0,26.0,18.7,18.7,TULARE,06107
2024,Tulare,14,Uncontrolled Diabetes,,,,,84.0,343465.0,24.5,22.9,,,84.0,343465.0,24.5,22.9,22.9,TULARE,06107
2005,Tuolumne,14,Uncontrolled Diabetes,2.0,46037.0,4.3,3.9,,,,,,,2.0,46037.0,4.3,3.9,3.9,TUOLUMNE,06109
2006,Tuolumne,14,Uncontrolled Diabetes,2.0,46178.0,4.3,3.9,,,,,,,2.0,46178.0,4.3,3.9,3.9,TUOLUMNE,06109
2007,Tuolumne,14,Uncontrolled Diabetes,2.0,46095.0,4.3,3.9,,,,,,,2.0,46095.0,4.3,3.9,3.9,TUOLUMNE,06109
2008,Tuolumne,14,Uncontrolled Diabetes,3.0,46161.0,6.5,5.8,,,,,,,3.0,46161.0,6.5,5.8,5.8,TUOLUMNE,06109
2009,Tuolumne,14,Uncontrolled Diabetes,5.0,45938.0,10.9,9.7,,,,,,,5.0,45938.0,10.9,9.7,9.7,TUOLUMNE,06109
2010,Tuolumne,14,Uncontrolled Diabetes,6.0,45625.0,13.2,11.7,,,,,,,6.0,45625.0,13.2,11.7,11.7,TUOLUMNE,06109
2011,Tuolumne,14,Uncontrolled Diabetes,4.0,45626.0,8.8,7.8,,,,,,,4.0,45626.0,8.8,7.8,7.8,TUOLUMNE,06109
2012,Tuolumne,14,Uncontrolled Diabetes,7.0,45848.0,15.3,13.7,,,,,,,7.0,45848.0,15.3,13.7,13.7,TUOLUMNE,06109
2013,Tuolumne,14,Uncontrolled Diabetes,3.0,45813.0,6.5,5.9,,,,,,,3.0,45813.0,6.5,5.9,5.9,TUOLUMNE,06109
2014,Tuolumne,14,Uncontrolled Diabetes,3.0,46483.0,6.5,5.7,,,,,,,3.0,46483.0,6.5,5.7,5.7,TUOLUMNE,06109
2015,Tuolumne,14,Uncontrolled Diabetes,2.0,34447.0,5.8,5.2,,,,,,,2.0,34447.0,5.8,5.2,5.2,TUOLUMNE,06109
2016,Tuolumne,14,Uncontrolled Diabetes,,,,,7.0,44851.0,15.6,11.9,,,7.0,44851.0,15.6,11.9,11.9,TUOLUMNE,06109
2017,Tuolumne,14,Uncontrolled Diabetes,,,,,6.0,45006.0,13.3,10.1,,,6.0,45006.0,13.3,10.1,10.1,TUOLUMNE,06109
2018,Tuolumne,14,Uncontrolled Diabetes,,,,,8.0,45164.0,17.7,13.3,,,8.0,45164.0,17.7,13.3,13.3,TUOLUMNE,06109
2019,Tuolumne,14,Uncontrolled Diabetes,,,,,2.0,45172.0,4.4,3.3,,,2.0,45172.0,4.4,3.3,3.3,TUOLUMNE,06109
2020,Tuolumne,14,Uncontrolled Diabetes,,,,,10.0,45879.0,21.8,16.1,,,10.0,45879.0,21.8,16.1,16.1,TUOLUMNE,06109
2021,Tuolumne,14,Uncontrolled Diabetes,,,,,8.0,45585.0,17.5,12.9,,,8.0,45585.0,17.5,12.9,12.9,TUOLUMNE,06109
2022,Tuolumne,14,Uncontrolled Diabetes,,,,,7.0,45145.0,15.5,11.3,,,7.0,45145.0,15.5,11.3,11.3,TUOLUMNE,06109
2023,Tuolumne,14,Uncontrolled Diabetes,,,,,6.0,44852.0,13.4,10.2,,,6.0,44852.0,13.4,10.2,10.2,TUOLUMNE,06109
2024,Tuolumne,14,Uncontrolled Diabetes,,,,,10.0,44661.0,22.4,15.0,,,10.0,44661.0,22.4,15.0,15.0,TUOLUMNE,06109
2005,Ventura,14,Uncontrolled Diabetes,28.0,579683.0,4.8,5.1,,,,,,,28.0,579683.0,4.8,5.1,5.1,VENTURA,06111
2006,Ventura,14,Uncontrolled Diabetes,36.0,584984.0,6.2,6.4,,,,,,,36.0,584984.0,6.2,6.4,6.4,VENTURA,06111
2007,Ventura,14,Uncontrolled Diabetes,51.0,588179.0,8.7,9.0,,,,,,,51.0,588179.0,8.7,9.0,9.0,VENTURA,06111
2008,Ventura,14,Uncontrolled Diabetes,41.0,594902.0,6.9,7.1,,,,,,,41.0,594902.0,6.9,7.1,7.1,VENTURA,06111
2009,Ventura,14,Uncontrolled Diabetes,36.0,603759.0,6.0,6.1,,,,,,,36.0,603759.0,6.0,6.1,6.1,VENTURA,06111
2010,Ventura,14,Uncontrolled Diabetes,31.0,613523.0,5.1,5.2,,,,,,,31.0,613523.0,5.1,5.2,5.2,VENTURA,06111
2011,Ventura,14,Uncontrolled Diabetes,37.0,621646.0,6.0,6.1,,,,,,,37.0,621646.0,6.0,6.1,6.1,VENTURA,06111
2012,Ventura,14,Uncontrolled Diabetes,41.0,604609.0,6.8,6.7,,,,,,,41.0,604609.0,6.8,6.7,6.7,VENTURA,06111
2013,Ventura,14,Uncontrolled Diabetes,33.0,611966.0,5.4,5.3,,,,,,,33.0,611966.0,5.4,5.3,5.3,VENTURA,06111
2014,Ventura,14,Uncontrolled Diabetes,33.0,627517.0,5.3,5.2,,,,,,,33.0,627517.0,5.3,5.2,5.2,VENTURA,06111
2015,Ventura,14,Uncontrolled Diabetes,21.0,462309.0,4.5,4.4,,,,,,,21.0,462309.0,4.5,4.4,4.4,VENTURA,06111
2016,Ventura,14,Uncontrolled Diabetes,,,,,183.0,647104.0,28.3,39.6,,,183.0,647104.0,28.3,39.6,39.6,VENTURA,06111
2017,Ventura,14,Uncontrolled Diabetes,,,,,189.0,650997.0,29.0,40.2,,,189.0,650997.0,29.0,40.2,40.2,VENTURA,06111
2018,Ventura,14,Uncontrolled Diabetes,,,,,181.0,653163.0,27.7,38.0,,,181.0,653163.0,27.7,38.0,38.0,VENTURA,06111
2019,Ventura,14,Uncontrolled Diabetes,,,,,192.0,653665.0,29.4,39.8,,,192.0,653665.0,29.4,39.8,39.8,VENTURA,06111
2020,Ventura,14,Uncontrolled Diabetes,,,,,166.0,654923.0,25.3,34.3,,,166.0,654923.0,25.3,34.3,34.3,VENTURA,06111
2021,Ventura,14,Uncontrolled Diabetes,,,,,165.0,655109.0,25.2,33.8,,,165.0,655109.0,25.2,33.8,33.8,VENTURA,06111
2022,Ventura,14,Uncontrolled Diabetes,,,,,168.0,652677.0,25.7,34.1,,,168.0,652677.0,25.7,34.1,34.1,VENTURA,06111
2023,Ventura,14,Uncontrolled Diabetes,,,,,199.0,651461.0,30.5,41.4,,,199.0,651461.0,30.5,41.4,41.4,VENTURA,06111
2024,Ventura,14,Uncontrolled Diabetes,,,,,215.0,659010.0,32.6,39.5,,,215.0,659010.0,32.6,39.5,39.5,VENTURA,06111
2005,Yolo,14,Uncontrolled Diabetes,6.0,138697.0,4.3,5.1,,,,,,,6.0,138697.0,4.3,5.1,5.1,YOLO,06113
2006,Yolo,14,Uncontrolled Diabetes,8.0,141734.0,5.6,6.6,,,,,,,8.0,141734.0,5.6,6.6,6.6,YOLO,06113
2007,Yolo,14,Uncontrolled Diabetes,7.0,145666.0,4.8,5.6,,,,,,,7.0,145666.0,4.8,5.6,5.6,YOLO,06113
