Month of Eligibility,County,Health Delivery System,Health Plan,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2021-04,Alameda,Fee-for-Service,Fee-for-Service,"97,403",,,F,14APR2022
2021-04,Alameda,Managed Care,Alameda Alliance for Health/Alameda,"277,071",,,F,14APR2022
2021-04,Alameda,Managed Care,Anthem Blue Cross Partnership Plan/Alameda,"65,431",,,F,14APR2022
2021-04,Alameda,Managed Care,Center for Elders Independence/Alameda,742,,,F,14APR2022
2021-04,Alameda,Managed Care,ONLOK Senior Health Services/Alameda,292,,,F,14APR2022
2021-04,Alameda,Managed Care,Out of County Plan,"4,078",,,F,14APR2022
2021-04,Alpine,Fee-for-Service,Fee-for-Service,69,,,F,14APR2022
2021-04,Alpine,Managed Care,Anthem Blue Cross Partnership Plan/Alpine,153,,,F,14APR2022
2021-04,Alpine,Managed Care,California Health and Wellness Plan/Alpine,69,,,F,14APR2022
2021-04,Alpine,Managed Care,Out of County Plan,11,,,F,14APR2022
2021-04,Amador,Fee-for-Service,Fee-for-Service,"1,883",,,F,14APR2022
2021-04,Amador,Managed Care,Anthem Blue Cross Partnership Plan/Amador,"5,350",,,F,14APR2022
2021-04,Amador,Managed Care,California Health and Wellness Plan/Amador,"1,332",,,F,14APR2022
2021-04,Amador,Managed Care,Kaiser Permanente/Amador,166,,,F,14APR2022
2021-04,Amador,Managed Care,Out of County Plan,57,,,F,14APR2022
2021-04,Butte,Fee-for-Service,Fee-for-Service,"13,932",,,F,14APR2022
2021-04,Butte,Managed Care,Anthem Blue Cross Partnership Plan/Butte,"23,079",,,F,14APR2022
2021-04,Butte,Managed Care,California Health and Wellness Plan/Butte,"42,827",,,F,14APR2022
2021-04,Butte,Managed Care,Out of County Plan,715,,,F,14APR2022
2021-04,Calaveras,Fee-for-Service,Fee-for-Service,"2,492",,,F,14APR2022
2021-04,Calaveras,Managed Care,Anthem Blue Cross/Calaveras,"5,309",,,F,14APR2022
2021-04,Calaveras,Managed Care,California Health and Wellness Plan/Calaveras,"5,263",,,F,14APR2022
2021-04,Calaveras,Managed Care,Out of County Plan,123,,,F,14APR2022
2021-04,Colusa,Fee-for-Service,Fee-for-Service,"1,914",,,F,14APR2022
2021-04,Colusa,Managed Care,Anthem Blue Cross Partnership Plan/Colusa,"4,932",,,F,14APR2022
2021-04,Colusa,Managed Care,California Health and Wellness Plan/Colusa,"3,707",,,F,14APR2022
2021-04,Colusa,Managed Care,Out of County Plan,170,,,F,14APR2022
2021-04,Contra Costa,Fee-for-Service,Fee-for-Service,"55,832",,,F,14APR2022
2021-04,Contra Costa,Managed Care,Anthem Blue Cross/Contra Costa,"31,108",,,F,14APR2022
2021-04,Contra Costa,Managed Care,Center for Elders Independence/Contra Costa,109,,,F,14APR2022
2021-04,Contra Costa,Managed Care,Contra Costa Health Plan/Contra Costa,"201,243",,,F,14APR2022
2021-04,Contra Costa,Managed Care,Out of County Plan,"2,993",,,F,14APR2022
2021-04,Del Norte,Fee-for-Service,Fee-for-Service,560,,,F,14APR2022
2021-04,Del Norte,Managed Care,Out of County Plan,78,,,F,14APR2022
2021-04,Del Norte,Managed Care,Partnership Health Plan of California/Del Norte,"11,773",,,F,14APR2022
2021-04,El Dorado,Fee-for-Service,Fee-for-Service,"8,207",,,F,14APR2022
2021-04,El Dorado,Managed Care,Anthem Blue Cross Partnership Plan/El Dorado,"11,361",,,F,14APR2022
2021-04,El Dorado,Managed Care,California Health and Wellness Plan/El Dorado,"18,436",,,F,14APR2022
2021-04,El Dorado,Managed Care,Kaiser Permanente/El Dorado,"2,566",,,F,14APR2022
2021-04,El Dorado,Managed Care,Out of County Plan,271,,,F,14APR2022
2021-04,Fresno,Fee-for-Service,Fee-for-Service,"75,253",,,F,14APR2022
2021-04,Fresno,Managed Care,Anthem Blue Cross Partnership Plan/Fresno,"121,198",,,F,14APR2022
2021-04,Fresno,Managed Care,CalViva Health/Fresno,"307,947",,,F,14APR2022
2021-04,Fresno,Managed Care,"Innovative Integrated Health, Inc/Fresno",947,,,F,14APR2022
2021-04,Fresno,Managed Care,Out of County Plan,"1,838",,,F,14APR2022
2021-04,Fresno,Managed Care,Sequoia PACE/Fresno,58,,,F,14APR2022
2021-04,Glenn,Fee-for-Service,Fee-for-Service,"2,561",,,F,14APR2022
2021-04,Glenn,Managed Care,Anthem Blue Cross Partnership Plan/Glenn,"2,667",,,F,14APR2022
2021-04,Glenn,Managed Care,California Health and Wellness Plan/Glenn,"8,092",,,F,14APR2022
2021-04,Glenn,Managed Care,Out of County Plan,110,,,F,14APR2022
2021-04,Humboldt,Fee-for-Service,Fee-for-Service,"2,955",,,F,14APR2022
2021-04,Humboldt,Managed Care,"Humboldt Senior Resource Center, Inc./Humboldt",212,,,F,14APR2022
2021-04,Humboldt,Managed Care,Out of County Plan,361,,,F,14APR2022
2021-04,Humboldt,Managed Care,Partnership Health Plan of California/Humboldt,"55,928",,,F,14APR2022
2021-04,Imperial,Fee-for-Service,Fee-for-Service,"15,679",,,F,14APR2022
2021-04,Imperial,Managed Care,California Health and Wellness Plan/Imperial,"66,382",,,F,14APR2022
2021-04,Imperial,Managed Care,Molina Healthcare of California/Imperial,"15,106",,,F,14APR2022
2021-04,Imperial,Managed Care,Out of County Plan,338,,,F,14APR2022
2021-04,Inyo,Fee-for-Service,Fee-for-Service,"1,766",,,F,14APR2022
2021-04,Inyo,Managed Care,Anthem Blue Cross Partnership Plan/Inyo,"2,433",,,F,14APR2022
2021-04,Inyo,Managed Care,California Health and Wellness Plan/Inyo,"1,882",,,F,14APR2022
2021-04,Inyo,Managed Care,Out of County Plan,35,,,F,14APR2022
2021-04,Kern,Fee-for-Service,Fee-for-Service,"86,689",,,F,14APR2022
2021-04,Kern,Managed Care,Health Net Community Solutions/Kern,"70,331",,,F,14APR2022
2021-04,Kern,Managed Care,"IIH, Inc dba Bakersfield PACE/Kern",134,,,F,14APR2022
2021-04,Kern,Managed Care,Kern Health Systems/Kern,"294,992",,,F,14APR2022
2021-04,Kern,Managed Care,Out of County Plan,"1,731",,,F,14APR2022
2021-04,Kings,Fee-for-Service,Fee-for-Service,"10,516",,,F,14APR2022
2021-04,Kings,Managed Care,Anthem Blue Cross Partnership Plan/Kings,"20,938",,,F,14APR2022
2021-04,Kings,Managed Care,CalViva Health/Kings,"31,996",,,F,14APR2022
2021-04,Kings,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,14APR2022
2021-04,Kings,Managed Care,Sequoia PACE/Kings,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,Lake,Fee-for-Service,Fee-for-Service,"1,928",,,F,14APR2022
2021-04,Lake,Managed Care,Out of County Plan,324,,,F,14APR2022
2021-04,Lake,Managed Care,Partnership Health Plan of California/Lake,"31,935",,,F,14APR2022
2021-04,Lassen,Fee-for-Service,Fee-for-Service,694,,,F,14APR2022
2021-04,Lassen,Managed Care,Out of County Plan,223,,,F,14APR2022
2021-04,Lassen,Managed Care,Partnership Health Plan of California/Lassen,"7,716",,,F,14APR2022
2021-04,Los Angeles,Fee-for-Service,Fee-for-Service,"811,762",,,F,14APR2022
2021-04,Los Angeles,Managed Care,AIDS Healthcare Foundation/Los Angeles,700,,,F,14APR2022
2021-04,Los Angeles,Managed Care,AltaMed Health Sr. Buena Care/Los Angeles,"3,021",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Anthem Blue Cross (CMC)/Los Angeles,"2,072",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Blue Shield of California Promise (CMC)/Los Angeles,"2,644",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Brandman Centers for Senior Care/Los Angeles,246,,,F,14APR2022
2021-04,Los Angeles,Managed Care,Health Net Community Solutions (CMC)/Los Angeles,"6,559",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Health Net Community Solutions/Los Angeles,"976,921",,,F,14APR2022
2021-04,Los Angeles,Managed Care,L.A. Care Health Plan (CMC)/Los Angeles,"18,231",,,F,14APR2022
2021-04,Los Angeles,Managed Care,L.A. Care Health Plan/Los Angeles,"2,226,585",,,F,14APR2022
2021-04,Los Angeles,Managed Care,LA Coast PACE/Los Angeles,112,,,F,14APR2022
2021-04,Los Angeles,Managed Care,Molina Healthcare of California (CMC)/Los Angeles,"1,489",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Out of County Plan,"22,658",,,F,14APR2022
2021-04,Los Angeles,Managed Care,Pacific PACE/Los Angeles,171,,,F,14APR2022
2021-04,Los Angeles,Managed Care,SCAN Health Plan/Los Angeles,"9,952",,,F,14APR2022
2021-04,Madera,Fee-for-Service,Fee-for-Service,"14,365",,,F,14APR2022
2021-04,Madera,Managed Care,Anthem Blue Cross Partnership Plan/Madera,"22,631",,,F,14APR2022
2021-04,Madera,Managed Care,CalViva Health/Madera,"40,530",,,F,14APR2022
2021-04,Madera,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,14APR2022
2021-04,Madera,Managed Care,Sequoia PACE/Madera,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,Marin,Fee-for-Service,Fee-for-Service,"8,234",,,F,14APR2022
2021-04,Marin,Managed Care,Out of County Plan,546,,,F,14APR2022
2021-04,Marin,Managed Care,Partnership Health Plan of California/Marin,"42,214",,,F,14APR2022
2021-04,Mariposa,Fee-for-Service,Fee-for-Service,"1,165",,,F,14APR2022
2021-04,Mariposa,Managed Care,Anthem Blue Cross Partnership Plan/Mariposa,"3,573",,,F,14APR2022
2021-04,Mariposa,Managed Care,California Health and Wellness Plan/Mariposa,865,,,F,14APR2022
2021-04,Mariposa,Managed Care,Out of County Plan,96,,,F,14APR2022
2021-04,Mendocino,Fee-for-Service,Fee-for-Service,"3,190",,,F,14APR2022
2021-04,Mendocino,Managed Care,Out of County Plan,407,,,F,14APR2022
2021-04,Mendocino,Managed Care,Partnership Health Plan of California/Mendocino,"37,689",,,F,14APR2022
2021-04,Merced,Fee-for-Service,Fee-for-Service,"12,377",,,F,14APR2022
2021-04,Merced,Managed Care,Central California Alliance for Health/Merced,"131,347",,,F,14APR2022
2021-04,Merced,Managed Care,Out of County Plan,519,,,F,14APR2022
2021-04,Modoc,Fee-for-Service,Fee-for-Service,193,,,F,14APR2022
2021-04,Modoc,Managed Care,Out of County Plan,64,,,F,14APR2022
2021-04,Modoc,Managed Care,Partnership Health Plan of California/Modoc,"3,327",,,F,14APR2022
2021-04,Mono,Fee-for-Service,Fee-for-Service,694,,,F,14APR2022
2021-04,Mono,Managed Care,Anthem Blue Cross Partnership Plan/Mono,"1,862",,,F,14APR2022
2021-04,Mono,Managed Care,California Health and Wellness Plan/Mono,915,,,F,14APR2022
2021-04,Mono,Managed Care,Out of County Plan,157,,,F,14APR2022
2021-04,Monterey,Fee-for-Service,Fee-for-Service,"36,343",,,F,14APR2022
2021-04,Monterey,Managed Care,Central California Alliance for Health/Monterey,"165,185",,,F,14APR2022
2021-04,Monterey,Managed Care,Out of County Plan,920,,,F,14APR2022
2021-04,Napa,Fee-for-Service,Fee-for-Service,"4,474",,,F,14APR2022
2021-04,Napa,Managed Care,Out of County Plan,422,,,F,14APR2022
2021-04,Napa,Managed Care,Partnership Health Plan of California/Napa,"30,479",,,F,14APR2022
2021-04,Nevada,Fee-for-Service,Fee-for-Service,"4,893",,,F,14APR2022
2021-04,Nevada,Managed Care,Anthem Blue Cross Partnership Plan/Nevada,"12,868",,,F,14APR2022
2021-04,Nevada,Managed Care,California Health and Wellness Plan/Nevada,"8,980",,,F,14APR2022
2021-04,Nevada,Managed Care,Out of County Plan,319,,,F,14APR2022
2021-04,Orange,Fee-for-Service,Fee-for-Service,"115,732",,,F,14APR2022
2021-04,Orange,Managed Care,AltaMed Senior Buena Care/Orange,43,,,F,14APR2022
2021-04,Orange,Managed Care,CalOptima (CMC)/Orange,"14,730",,,F,14APR2022
2021-04,Orange,Managed Care,CalOptima PACE/Orange,398,,,F,14APR2022
2021-04,Orange,Managed Care,CalOptima/Orange,"806,114",,,F,14APR2022
2021-04,Orange,Managed Care,Out of County Plan,"3,227",,,F,14APR2022
2021-04,Placer,Fee-for-Service,Fee-for-Service,"14,370",,,F,14APR2022
2021-04,Placer,Managed Care,Anthem Blue Cross Partnership Plan/Placer,"32,393",,,F,14APR2022
2021-04,Placer,Managed Care,California Health and Wellness Plan/Placer,"10,643",,,F,14APR2022
2021-04,Placer,Managed Care,InnovAge PACE/Placer,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,Placer,Managed Care,Kaiser Permanente/Placer,"10,024",,,F,14APR2022
2021-04,Placer,Managed Care,Out of County Plan,,2,Cell suppressed for complementary cell,F,14APR2022
2021-04,Plumas,Fee-for-Service,Fee-for-Service,"1,287",,,F,14APR2022
2021-04,Plumas,Managed Care,Anthem Blue Cross Partnership Plan/Plumas,"2,782",,,F,14APR2022
2021-04,Plumas,Managed Care,California Health and Wellness Plan/Plumas,"2,633",,,F,14APR2022
2021-04,Plumas,Managed Care,Out of County Plan,90,,,F,14APR2022
2021-04,Riverside,Fee-for-Service,Fee-for-Service,"121,478",,,F,14APR2022
2021-04,Riverside,Managed Care,Inland Empire Health Plan (CMC)/Riverside,"15,075",,,F,14APR2022
2021-04,Riverside,Managed Care,Inland Empire Health Plan/Riverside,"681,164",,,F,14APR2022
2021-04,Riverside,Managed Care,InnovAge PACE/Riverside,310,,,F,14APR2022
2021-04,Riverside,Managed Care,Molina Healthcare of California (CMC)/Riverside,"1,551",,,F,14APR2022
2021-04,Riverside,Managed Care,Molina Healthcare of California/Riverside,"90,374",,,F,14APR2022
2021-04,Riverside,Managed Care,Out of County Plan,"7,998",,,F,14APR2022
2021-04,Riverside,Managed Care,SCAN Health Plan/Riverside,"2,565",,,F,14APR2022
2021-04,STATEWIDE,STATEWIDE,STATEWIDE,"13,920,855",,Statewide Total by MOE,F,14APR2022
2021-04,Sacramento,Fee-for-Service,Fee-for-Service,"102,674",,,F,14APR2022
2021-04,Sacramento,Managed Care,Aetna Better Health/Sacramento,"13,956",,,F,14APR2022
2021-04,Sacramento,Managed Care,Anthem Blue Cross/Sacramento,"192,186",,,F,14APR2022
2021-04,Sacramento,Managed Care,Health Net Community Solutions/Sacramento,"117,816",,,F,14APR2022
2021-04,Sacramento,Managed Care,InnovAge PACE/Sacramento,109,,,F,14APR2022
2021-04,Sacramento,Managed Care,Kaiser Permanente/Sacramento,"100,181",,,F,14APR2022
2021-04,Sacramento,Managed Care,Molina Healthcare of California/Sacramento,"52,206",,,F,14APR2022
2021-04,Sacramento,Managed Care,Out of County Plan,"3,924",,,F,14APR2022
2021-04,Sacramento,Managed Care,Sutter SeniorCare/Sacramento,428,,,F,14APR2022
2021-04,San Benito,Fee-for-Service,Fee-for-Service,"10,012",,,F,14APR2022
2021-04,San Benito,Managed Care,Anthem Blue Cross/San Benito,"9,151",,,F,14APR2022
2021-04,San Benito,Managed Care,Out of County Plan,191,,,F,14APR2022
2021-04,San Bernardino,Fee-for-Service,Fee-for-Service,"151,919",,,F,14APR2022
2021-04,San Bernardino,Managed Care,Inland Empire Health Plan (CMC)/San Bernardino,"14,718",,,F,14APR2022
2021-04,San Bernardino,Managed Care,Inland Empire Health Plan/San Bernardino,"662,157",,,F,14APR2022
2021-04,San Bernardino,Managed Care,InnovAge PACE/San Bernardino,710,,,F,14APR2022
2021-04,San Bernardino,Managed Care,Molina Healthcare of California (CMC)/San Bernardino,"1,367",,,F,14APR2022
2021-04,San Bernardino,Managed Care,Molina Healthcare of California/San Bernardino,"72,791",,,F,14APR2022
2021-04,San Bernardino,Managed Care,Out of County Plan,"8,588",,,F,14APR2022
2021-04,San Bernardino,Managed Care,SCAN Health Plan/San Bernardino,"1,770",,,F,14APR2022
2021-04,San Diego,Fee-for-Service,Fee-for-Service,"127,814",,,F,14APR2022
2021-04,San Diego,Managed Care,Aetna Better Health/San Diego,"19,578",,,F,14APR2022
2021-04,San Diego,Managed Care,Blue Shield of California Promise (CMC)/San Diego,"2,448",,,F,14APR2022
2021-04,San Diego,Managed Care,Blue Shield of California Promise/San Diego,"104,660",,,F,14APR2022
2021-04,San Diego,Managed Care,Community Health Group (CMC)/San Diego,"6,783",,,F,14APR2022
2021-04,San Diego,Managed Care,Community Health Group/San Diego,"286,477",,,F,14APR2022
2021-04,San Diego,Managed Care,Family Health Centers of San Diego/San Diego,124,,,F,14APR2022
2021-04,San Diego,Managed Care,Gary and Mary West PACE of N. San Diego/San Diego,127,,,F,14APR2022
2021-04,San Diego,Managed Care,Health Net Community Solutions (CMC)/San Diego,"1,267",,,F,14APR2022
2021-04,San Diego,Managed Care,Health Net Community Solutions/San Diego,"76,701",,,F,14APR2022
2021-04,San Diego,Managed Care,Kaiser Permanente/San Diego,"57,622",,,F,14APR2022
2021-04,San Diego,Managed Care,Molina Healthcare of California (CMC)/San Diego,"3,406",,,F,14APR2022
2021-04,San Diego,Managed Care,Molina Healthcare of California/San Diego,"221,988",,,F,14APR2022
2021-04,San Diego,Managed Care,Out of County Plan,"3,277",,,F,14APR2022
2021-04,San Diego,Managed Care,Rady Childrens Hosp/San Diego,381,,,F,14APR2022
2021-04,San Diego,Managed Care,San Diego PACE/San Diego,"1,424",,,F,14APR2022
2021-04,San Diego,Managed Care,St. Paul's PACE/San Diego,"1,067",,,F,14APR2022
2021-04,San Diego,Managed Care,UnitedHealthCare/San Diego,"22,445",,,F,14APR2022
2021-04,San Francisco,Fee-for-Service,Fee-for-Service,"57,898",,,F,14APR2022
2021-04,San Francisco,Managed Care,Anthem Blue Cross/San Francisco,"21,145",,,F,14APR2022
2021-04,San Francisco,Managed Care,Family Mosaic Project/San Francisco,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,San Francisco,Managed Care,North East Medical Services PACE/San Francisco,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,San Francisco,Managed Care,ONLOK Senior Health Services/San Francisco,"1,014",,,F,14APR2022
2021-04,San Francisco,Managed Care,Out of County Plan,"2,034",,,F,14APR2022
2021-04,San Francisco,Managed Care,San Francisco Health Plan/San Francisco,"144,627",,,F,14APR2022
2021-04,San Joaquin,Fee-for-Service,Fee-for-Service,"53,923",,,F,14APR2022
2021-04,San Joaquin,Managed Care,Central PACE/San Joaquin,,1,Cell suppressed for small numbers,F,14APR2022
2021-04,San Joaquin,Managed Care,Health Net Community Solutions/San Joaquin,"21,494",,,F,14APR2022
2021-04,San Joaquin,Managed Care,Health Plan of San Joaquin/San Joaquin,"228,611",,,F,14APR2022
2021-04,San Joaquin,Managed Care,Health Plan of San Joaquin/Stanislaus,,2,Cell suppressed for complementary cell,F,14APR2022
2021-04,San Joaquin,Managed Care,Out of County Plan,"1,177",,,F,14APR2022
2021-04,San Joaquin,Managed Care,Stockton PACE/San Joaquin,237,,,F,14APR2022
2021-04,San Luis Obispo,Fee-for-Service,Fee-for-Service,"5,076",,,F,14APR2022
2021-04,San Luis Obispo,Managed Care,CenCal Health/San Luis Obispo,"58,287",,,F,14APR2022
2021-04,San Luis Obispo,Managed Care,Out of County Plan,528,,,F,14APR2022
2021-04,San Mateo,Fee-for-Service,Fee-for-Service,"27,504",,,F,14APR2022
2021-04,San Mateo,Managed Care,Health Plan of San Mateo (CMC)/San Mateo,"8,691",,,F,14APR2022
2021-04,San Mateo,Managed Care,Health Plan of San Mateo/San Mateo,"115,668",,,F,14APR2022
2021-04,San Mateo,Managed Care,Out of County Plan,892,,,F,14APR2022
2021-04,Santa Barbara,Fee-for-Service,Fee-for-Service,"21,052",,,F,14APR2022
2021-04,Santa Barbara,Managed Care,CenCal Health/Santa Barbara,"139,173",,,F,14APR2022
2021-04,Santa Barbara,Managed Care,Out of County Plan,902,,,F,14APR2022
2021-04,Santa Clara,Fee-for-Service,Fee-for-Service,"70,899",,,F,14APR2022
2021-04,Santa Clara,Managed Care,Anthem Blue Cross (CMC)/Santa Clara,"1,791",,,F,14APR2022
2021-04,Santa Clara,Managed Care,Anthem Blue Cross/Santa Clara,"72,200",,,F,14APR2022
2021-04,Santa Clara,Managed Care,ONLOK Lifeways/Santa Clara,345,,,F,14APR2022
2021-04,Santa Clara,Managed Care,Out of County Plan,"1,996",,,F,14APR2022
2021-04,Santa Clara,Managed Care,Santa Clara Family Health Plan (CMC)/Santa Clara,"9,740",,,F,14APR2022
2021-04,Santa Clara,Managed Care,Santa Clara Family Health Plan/Santa Clara,"268,017",,,F,14APR2022
2021-04,Santa Cruz,Fee-for-Service,Fee-for-Service,"8,712",,,F,14APR2022
2021-04,Santa Cruz,Managed Care,Central California Alliance for Health/Santa Cruz,"71,659",,,F,14APR2022
2021-04,Santa Cruz,Managed Care,Out of County Plan,919,,,F,14APR2022
2021-04,Shasta,Fee-for-Service,Fee-for-Service,"3,089",,,F,14APR2022
2021-04,Shasta,Managed Care,Out of County Plan,578,,,F,14APR2022
2021-04,Shasta,Managed Care,Partnership Health Plan of California/Shasta,"63,850",,,F,14APR2022
2021-04,Sierra,Fee-for-Service,Fee-for-Service,204,,,F,14APR2022
2021-04,Sierra,Managed Care,Anthem Blue Cross Partnership Plan/Sierra,371,,,F,14APR2022
2021-04,Sierra,Managed Care,California Health and Wellness Plan/Sierra,222,,,F,14APR2022
2021-04,Sierra,Managed Care,Out of County Plan,10,,,F,14APR2022
2021-04,Siskiyou,Fee-for-Service,Fee-for-Service,952,,,F,14APR2022
2021-04,Siskiyou,Managed Care,Out of County Plan,464,,,F,14APR2022
2021-04,Siskiyou,Managed Care,Partnership Health Plan of California/Siskiyou,"18,092",,,F,14APR2022
2021-04,Solano,Fee-for-Service,Fee-for-Service,"11,365",,,F,14APR2022
2021-04,Solano,Managed Care,Out of County Plan,"1,221",,,F,14APR2022
2021-04,Solano,Managed Care,Partnership Health Plan of California/Solano,"116,697",,,F,14APR2022
2021-04,Sonoma,Fee-for-Service,Fee-for-Service,"13,478",,,F,14APR2022
2021-04,Sonoma,Managed Care,Out of County Plan,901,,,F,14APR2022
2021-04,Sonoma,Managed Care,Partnership Health Plan of California/Sonoma,"113,107",,,F,14APR2022
